transaction_id,timestamp,merchant_id,customer_id,amount,risk_score,decision,reason_codes,review_state,actual_label,amount_zscore_past,is_new_device,ip_txn_count_10min_past,customer_txn_count_10min_past,customer_failed_attempts_1h_past,country_mismatch
TXN_020cfca4a5,2026-08-26 08:54:39.092815,M_0009,C_00692,4233.9,0.0421,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.13028771802495515,0,0,0,0,0
TXN_670e927351,2026-08-26 08:59:06.248523,M_0007,C_00052,6633.03,0.2277,VERIFY,Transaction country differs from customer profile,STEP_UP_REQUIRED,0,0.9045747634197375,0,0,0,0,1
TXN_071a5e476c,2026-08-26 09:07:12.179563,M_0009,C_00446,7833.17,0.6215,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,1.7298151716590657,0,0,0,0,0
TXN_281fb6ac1b,2026-08-26 09:09:17.752276,M_0003,C_00282,2106.77,0.0927,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.6175930856037702,0,0,0,0,0
TXN_b1d14ee23a,2026-08-26 09:15:01.292272,M_0011,C_00206,4790.15,0.0162,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.15538153495952825,0,0,0,0,0
TXN_8065509123,2026-08-26 09:18:37.756447,M_0005,C_00781,1707.54,0.0941,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.44161225071614607,0,0,0,0,0
TXN_a5af56ff90,2026-08-26 09:23:39.162788,M_0001,C_00758,1273.74,0.0929,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.4196202402367586,0,0,0,0,0
TXN_64afd15d4b,2026-08-26 09:30:24.532689,M_0004,C_00133,1979.79,0.1437,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,1.004887468867465,0,0,0,0,0
TXN_c516a7d624,2026-08-26 09:30:54.260084,M_0013,C_00427,1222.07,0.0166,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.337022763964092,0,0,0,0,0
TXN_36b4e738b1,2026-08-26 09:32:26.791151,M_0005,C_00134,85.26,0.119,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.464540244278904,0,0,0,0,0
TXN_0c95bb5bc4,2026-08-26 09:35:10.984011,M_0007,C_00021,6684.33,0.165,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,0.925614261107632,0,0,0,0,0
TXN_895a2603db,2026-08-26 09:36:42.392294,M_0006,C_00248,320.69,0.0272,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.3838675646540413,0,0,0,0,0
TXN_b2eed530a9,2026-08-26 09:38:05.854513,M_0013,C_00533,745.68,0.0633,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.8487525116094076,0,0,0,0,0
TXN_5ede038a41,2026-08-26 09:41:04.432871,M_0012,C_00592,7400.25,0.1013,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,1.1767584355484784,0,0,0,0,0
TXN_44f7389268,2026-08-26 09:49:48.212081,M_0000,C_00661,3376.73,0.1064,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,1.053022246623131,0,0,0,0,0
TXN_10e719bbc0,2026-08-26 09:59:20.212723,M_0002,C_00649,3486.87,0.0688,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.19884228576335744,0,0,0,0,0
TXN_92e1d4d32e,2026-08-26 10:00:13.861395,M_0002,C_00158,3142.54,0.072,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.3441267143611847,0,0,0,0,0
TXN_ad7d077a64,2026-08-26 10:00:16.862377,M_0002,C_00158,3052.0,0.8866,VERIFY,Recent activity from same IP,STEP_UP_REQUIRED,0,-0.3821304762592234,0,1,1,0,0
TXN_b631d5c0ae,2026-08-26 10:00:25.700111,M_0010,C_00793,359.66,0.0695,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7032685762095022,0,0,0,0,0
TXN_1855102b60,2026-08-26 10:07:01.568057,M_0008,C_00623,1291.6,0.0484,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.1529838927067015,0,0,0,0,0
TXN_6670d05a83,2026-08-26 10:10:13.625366,M_0009,C_00521,6762.46,0.2405,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,1.2503437480238495,0,0,0,0,0
TXN_ca72d32ea5,2026-08-26 10:10:29.018420,M_0002,C_00202,785.08,0.0334,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.340348331293594,0,0,0,0,0
TXN_1b64d4e75f,2026-08-26 10:11:53.535120,M_0014,C_00503,1091.68,0.0538,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.559814083715691,0,0,0,0,0
TXN_a57168556f,2026-08-26 10:12:25.509407,M_0013,C_00545,1885.22,0.064,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.3773657406460836,0,0,0,0,0
TXN_dc8bcfefe5,2026-08-26 10:13:06.431948,M_0007,C_00318,1539.76,0.015,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.3211001753395422,0,0,0,0,0
TXN_f8932b2a13,2026-08-26 10:21:17.191766,M_0010,C_00339,1163.54,0.2779,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,1,1.1628458318173656,0,0,0,0,0
TXN_bd4c926169,2026-08-26 10:23:20.215159,M_0014,C_00053,1237.71,0.0626,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.28817673460326015,0,0,0,0,0
TXN_bb4a92f970,2026-08-26 10:23:54.086346,M_0003,C_00244,6119.68,0.2899,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,1.5077954965871694,0,0,0,0,0
TXN_ab68e7d67c,2026-08-26 10:28:45.985395,M_0005,C_00008,1194.19,0.9322,ESCALATE,Transaction country differs from customer profile,PENDING_MANUAL_REVIEW,1,-0.1590934376519966,0,0,0,0,1
TXN_7d386bcc9c,2026-08-26 10:33:57.167592,M_0008,C_00623,2444.08,0.6528,VERIFY,Transaction country differs from customer profile,STEP_UP_REQUIRED,0,-0.5163838056891715,0,0,0,0,1
TXN_b31f2caa7e,2026-08-26 10:34:23.023206,M_0000,C_00502,1181.9,0.0645,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.1258075548916835,0,0,0,0,0
TXN_50bcae5aba,2026-08-26 10:38:01.751447,M_0013,C_00754,2043.52,0.0391,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.5473241347934011,0,0,0,0,0
TXN_26cc8b9559,2026-08-26 10:42:33.008202,M_0011,C_00569,2134.79,0.0105,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.276767340452106,0,0,0,0,0
TXN_36e087cc3f,2026-08-26 10:45:37.539827,M_0007,C_00048,2772.12,0.1254,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7806138920042772,0,0,0,0,0
TXN_f16a0e1b1c,2026-08-26 10:51:10.239119,M_0006,C_00687,335.59,0.0421,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.3395957622269554,0,0,0,0,0
TXN_d4c5067051,2026-08-26 10:51:59.682864,M_0007,C_00213,9411.1,0.1891,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,2.117112889144606,0,0,0,0,0
TXN_14786fb2bf,2026-08-26 10:54:36.505692,M_0011,C_00196,4801.31,0.012,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.14890751549676406,0,0,0,0,0
TXN_57c906f543,2026-08-26 11:07:17.236972,M_0001,C_00574,6268.05,0.0585,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.500709585789221,0,0,0,0,0
TXN_68bf711203,2026-08-26 11:08:49.237316,M_0009,C_00168,8443.83,0.2218,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,1.9944823921681374,0,0,0,0,0
TXN_749656b8d6,2026-08-26 11:09:32.191988,M_0000,C_00368,2442.81,0.0743,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.12645413063368982,0,0,0,0,0
TXN_5ff391fb01,2026-08-26 11:10:25.794107,M_0006,C_00328,1035.96,0.0603,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.6137436040227342,0,0,0,0,0
TXN_b9782d9405,2026-08-26 11:18:49.174677,M_0007,C_00318,1088.86,0.0131,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.5131973612119913,0,0,0,0,0
TXN_5c89ef3a6c,2026-08-26 11:20:47.018047,M_0003,C_00139,50.0,0.0161,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.706588472337793,0,0,0,0,0
TXN_0d75bec2dc,2026-08-26 11:20:48.637346,M_0014,C_00676,1473.22,0.0145,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.14945634291068896,0,0,0,0,0
TXN_d36c09cff5,2026-08-26 11:43:03.295089,M_0001,C_00596,4750.53,0.0307,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.08252335047869337,0,0,0,0,0
TXN_2ee42de14e,2026-08-26 12:02:39.261801,M_0011,C_00463,4620.82,0.0075,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.2250584062061893,0,0,0,0,0
TXN_346c4d11e3,2026-08-26 12:12:50.749257,M_0011,C_00080,7014.8,0.0061,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.7870051223686431,0,0,0,0,0
TXN_2cbc900204,2026-08-26 12:16:40.260202,M_0014,C_00107,1647.46,0.019,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.47317139450918944,0,0,0,0,0
TXN_db186ce966,2026-08-26 12:18:39.749477,M_0004,C_00490,1344.06,0.029,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.05612290947386159,0,0,0,0,0
TXN_e8bd131dfd,2026-08-26 12:19:12.795910,M_0010,C_00061,50.0,0.1333,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.42251256017602,0,0,0,0,0
TXN_8f3e3dd9ad,2026-08-26 12:20:33.402482,M_0010,C_00581,974.42,0.024,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.7235784902626001,0,0,0,0,0
TXN_e7b759e9f2,2026-08-26 12:21:11.817721,M_0005,C_00657,508.16,0.0683,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.9646995976050747,0,0,0,0,0
TXN_b31c1e3328,2026-08-26 12:21:42.559720,M_0009,C_00487,1167.64,0.0053,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.234427805932603,0,0,0,0,0
TXN_3c006ff794,2026-08-26 12:22:06.572350,M_0004,C_00515,329.89,0.0249,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.456185616692833,0,0,0,0,0
TXN_a4252a7890,2026-08-26 12:22:54.798121,M_0007,C_00174,7530.76,0.2892,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,1.2907074382298367,0,0,0,0,0
TXN_23d4ec320a,2026-08-26 12:23:58.744385,M_0010,C_00192,50.0,0.0889,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.4201506263410812,0,0,0,0,0
TXN_e3233db067,2026-08-26 12:24:26.493286,M_0014,C_00442,936.7,0.0033,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.849436036379088,0,0,0,0,0
TXN_a115067af8,2026-08-26 12:36:28.005610,M_0011,C_00373,4197.7,0.0056,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.40483998623901507,0,0,0,0,0
TXN_3154448a24,2026-08-26 12:37:10.932690,M_0004,C_00724,1481.91,0.0379,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.2635877743751478,0,0,0,0,0
TXN_1b3b93977f,2026-08-26 12:39:45.241303,M_0000,C_00346,1932.32,0.0238,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.3803000394224759,0,0,0,0,0
TXN_c1d5480127,2026-08-26 12:53:25.949776,M_0004,C_00616,1664.16,0.048,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.5350995536070534,0,0,0,0,0
TXN_0e78c599d1,2026-08-26 12:54:54.764337,M_0002,C_00666,2733.98,0.0082,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.5142486176549502,0,0,0,0,0
TXN_b6a434f500,2026-08-26 12:57:30.544107,M_0009,C_00751,5388.92,0.0265,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.6366323991816074,0,0,0,0,0
TXN_08344eb2ac,2026-08-26 13:00:04.667147,M_0008,C_00040,2898.36,0.0221,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,1,-0.2656255330553673,0,0,0,0,0
TXN_2a50e6632c,2026-08-26 13:00:06.790052,M_0008,C_00040,2985.47,0.6478,VERIFY,Recent activity from same IP,STEP_UP_REQUIRED,1,-0.21738166698371392,0,1,1,0,0
TXN_f22fe0cb99,2026-08-26 13:00:25.222206,M_0008,C_00040,5444.69,0.9078,ESCALATE,Recent activity from same IP,PENDING_MANUAL_REVIEW,1,1.1394811473160367,0,2,2,0,0
TXN_c10476bf23,2026-08-26 13:00:51.931391,M_0003,C_00210,3057.33,0.0503,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.11303660931663335,0,0,0,0,0
TXN_0378a6105a,2026-08-26 13:02:08.085094,M_0011,C_00759,11423.66,0.092,ALLOW,Elevated amount vs merchant history,NO_ACTION,0,2.652132094753777,0,0,0,0,0
TXN_505c5adc72,2026-08-26 13:02:25.883037,M_0008,C_00040,2882.59,0.8491,VERIFY,High IP transaction velocity | High customer transaction velocity,STEP_UP_REQUIRED,1,-0.2756809763314825,0,3,3,0,0
TXN_45138475d9,2026-08-26 13:02:49.607252,M_0008,C_00040,3408.51,0.9806,ESCALATE,High IP transaction velocity | High customer transaction velocity,PENDING_MANUAL_REVIEW,1,0.014829413373879882,0,4,4,0,0
TXN_84677af399,2026-08-26 13:04:26.099366,M_0003,C_00112,3882.88,0.0335,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.3234081851914073,0,0,0,0,0
TXN_8c6cdf2d91,2026-08-26 13:06:08.691631,M_0008,C_00040,3811.22,0.9875,ESCALATE,High IP transaction velocity | High customer transaction velocity | Elevated merchant transaction activity,PENDING_MANUAL_REVIEW,1,0.2372648708548447,0,5,5,0,0
TXN_43df5c9828,2026-08-26 13:06:55.876807,M_0014,C_00696,1237.15,0.0099,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.2890530347837037,0,0,0,0,0
TXN_5b8a423cbb,2026-08-26 13:08:30.320845,M_0002,C_00055,4621.6,0.0297,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.2842851396223523,0,0,0,0,0
TXN_460df7a1d0,2026-08-26 13:12:51.162419,M_0011,C_00463,1436.18,0.0046,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.570125915401581,0,0,0,0,0
TXN_6d82d1f2b5,2026-08-26 13:15:19.476627,M_0011,C_00583,6157.84,0.0143,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.4213109836537358,0,0,0,0,0
TXN_8f32cb6f2f,2026-08-26 13:25:49.963282,M_0013,C_00141,3522.18,0.0608,ALLOW,Elevated amount vs merchant history,NO_ACTION,0,2.138230800838338,0,0,0,0,0
TXN_330a226ad3,2026-08-26 13:25:52.496551,M_0011,C_00418,2293.07,0.003,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.2070928503099212,0,0,0,0,0
TXN_10d790e837,2026-08-26 13:31:34.538812,M_0004,C_00616,1713.55,0.0422,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.6082635513746321,0,0,0,0,0
TXN_7e87c3d9e1,2026-08-26 13:33:35.989733,M_0008,C_00301,2547.08,0.0109,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.46172500852213727,0,0,0,0,0
TXN_cbad90ac2f,2026-08-26 13:36:57.591748,M_0002,C_00430,5376.43,0.0071,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.6034244384108406,0,0,0,0,0
TXN_f5eee4c382,2026-08-26 13:46:32.632997,M_0011,C_00363,2218.23,0.0041,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.2367712105940463,0,0,0,0,0
TXN_80d1a164ca,2026-08-26 13:53:45.521151,M_0013,C_00428,2322.98,0.0086,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.8420853327128232,0,0,0,0,0
TXN_28efda6946,2026-08-26 13:59:09.088511,M_0010,C_00581,50.0,0.0899,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,1,-1.4155165059059378,0,0,0,0,0
TXN_b861a874d4,2026-08-26 14:01:45.723837,M_0014,C_00514,1143.7,0.0083,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.4627772740271161,0,0,0,0,0
TXN_7e425b8f9d,2026-08-26 14:01:59.795238,M_0010,C_00581,425.9,0.7901,VERIFY,Recent activity from same IP,STEP_UP_REQUIRED,1,-0.5415976551764703,0,1,1,0,0
TXN_9cdfaf269d,2026-08-26 14:05:26.047573,M_0010,C_00581,115.64,0.8448,VERIFY,Recent activity from same IP,STEP_UP_REQUIRED,1,-1.2589165025553013,0,2,2,0,0
TXN_d804710c77,2026-08-26 14:05:44.697767,M_0010,C_00581,1189.77,0.9544,ESCALATE,High IP transaction velocity | High customer transaction velocity,PENDING_MANUAL_REVIEW,1,1.2290265343972921,0,3,3,0,0
TXN_2addfa1afe,2026-08-26 14:06:02.920478,M_0001,C_00400,2310.78,0.0348,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.020024369422799,0,0,0,0,0
TXN_156b9c04f6,2026-08-26 14:06:15.756051,M_0010,C_00581,504.95,0.9889,ESCALATE,High IP transaction velocity | High customer transaction velocity,PENDING_MANUAL_REVIEW,1,-0.3573980712528067,0,4,4,0,0
TXN_9ef7d0f808,2026-08-26 14:06:45.932459,M_0010,C_00581,604.15,0.9931,ESCALATE,High IP transaction velocity | High customer transaction velocity | Elevated merchant transaction activity,PENDING_MANUAL_REVIEW,1,-0.12742769655271388,0,5,5,0,0
TXN_2ed4efe71f,2026-08-26 14:29:33.056716,M_0012,C_00725,2350.71,0.054,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7553996273673124,0,0,0,0,0
TXN_e54b0b464d,2026-08-26 14:32:05.779324,M_0011,C_00363,7479.48,0.0062,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.980200433711287,0,0,0,0,0
TXN_66f6460eba,2026-08-26 14:33:51.294205,M_0009,C_00399,10241.47,0.9615,ESCALATE,Elevated amount vs merchant history,PENDING_MANUAL_REVIEW,0,2.7855622291812505,0,0,0,0,0
TXN_1a3733198f,2026-08-26 14:40:32.427860,M_0000,C_00380,1966.08,0.0234,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.3465246839129095,0,0,0,0,0
TXN_519d07e268,2026-08-26 14:42:21.247504,M_0006,C_00541,620.79,0.0127,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.5437263488616578,0,0,0,0,0
TXN_983ada02c4,2026-08-26 14:43:46.674422,M_0009,C_00761,206.63,0.0109,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.6560620657852312,0,0,0,0,0
TXN_6f5a0d2988,2026-08-26 14:54:47.256745,M_0002,C_00321,390.8,0.0066,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.5072656623710259,0,0,0,0,0
TXN_9b61016f34,2026-08-26 14:58:32.699974,M_0011,C_00263,3289.16,0.0059,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7851958116398988,0,0,0,0,0
TXN_af58ea3eab,2026-08-26 14:58:53.834935,M_0013,C_00296,3513.42,0.1289,ALLOW,Elevated amount vs merchant history,NO_ACTION,0,2.119097895130859,0,0,0,0,0
TXN_71ffded1e0,2026-08-26 15:06:10.916489,M_0003,C_00311,2404.84,0.0082,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.45865541020578904,0,0,0,0,0
TXN_5fef447943,2026-08-26 15:22:14.089975,M_0003,C_00317,5558.88,0.195,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,1.2110830947593418,0,0,0,0,0
TXN_74f70a36ec,2026-08-26 15:24:47.963705,M_0013,C_00003,2011.46,0.0047,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.5020526713188055,0,0,0,0,0
TXN_3a4865ef3b,2026-08-26 15:25:32.451946,M_0013,C_00271,2181.14,0.0127,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.6833826551022288,0,0,0,0,0
TXN_5323d67757,2026-08-26 15:28:04.535363,M_0000,C_00085,1976.25,0.0265,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.336197125768438,0,0,0,0,0
TXN_632b8f51d3,2026-08-26 15:35:37.154657,M_0009,C_00784,2044.8,0.0115,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.8422503730972566,0,0,0,0,0
TXN_c4af00bd2b,2026-08-26 15:35:52.501212,M_0012,C_00509,2847.67,0.0478,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.5645333232236803,0,0,0,0,0
TXN_a82b1e718d,2026-08-26 15:42:49.982646,M_0006,C_00379,278.68,0.6112,VERIFY,Transaction country differs from customer profile,STEP_UP_REQUIRED,0,-1.4970137857719097,0,0,0,0,1
TXN_d032b62397,2026-08-26 15:49:23.824220,M_0011,C_00461,4727.01,0.0021,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.17890379325884134,0,0,0,0,0
TXN_b4305e8f6a,2026-08-26 15:55:15.604859,M_0009,C_00557,3433.88,0.0279,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.22911263824092507,0,0,0,0,0
TXN_89383a434e,2026-08-26 16:01:36.627623,M_0009,C_00207,2541.62,0.0276,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.6224760261098442,0,0,0,0,0
TXN_e0ffc15719,2026-08-26 16:03:37.419659,M_0011,C_00537,4983.63,0.0241,ALLOW,Transaction country differs from customer profile,NO_ACTION,1,-0.0706572341219924,0,0,0,0,1
TXN_448882fee8,2026-08-26 16:05:20.332210,M_0013,C_00427,202.74,0.0045,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.4379436441919677,0,0,0,0,0
TXN_10c5cfaa85,2026-08-26 16:31:30.473941,M_0005,C_00336,1843.72,0.0248,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.6057032954507022,0,0,0,0,0
TXN_bfcd2a26ea,2026-08-26 16:34:21.645526,M_0011,C_00772,8309.66,0.0342,ALLOW,Transaction country differs from customer profile,NO_ACTION,0,1.331743279331962,0,0,0,0,1
TXN_1bb233d8fc,2026-08-26 16:46:54.211751,M_0009,C_00539,3279.43,0.0359,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.29644297199796804,0,0,0,0,0
TXN_9630986b6b,2026-08-26 16:49:29.227295,M_0008,C_00719,5525.33,0.0533,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,1.1860456405846422,0,0,0,0,0
TXN_441602db76,2026-08-26 16:49:54.057879,M_0014,C_00514,1014.22,0.0121,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7035405087315318,0,0,0,0,0
TXN_d13145bde1,2026-08-26 16:53:09.501895,M_0011,C_00196,5360.64,0.0059,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.08666233454817057,0,0,0,0,0
TXN_b10c6ff513,2026-08-26 16:59:32.512933,M_0003,C_00554,7497.2,0.0645,ALLOW,Elevated amount vs merchant history,NO_ACTION,0,2.2342628002077976,0,0,0,0,0
